months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
198,36,521854,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,kayaking,own-child,1/26/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,11,3,?,1,YES,49410,5490,5490,38430,Audi,A3,2015,N
290,45,737252,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,reading,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,22,3,?,0,NO,66200,6620,6620,52960,Suburu,Impreza,2012,N
260,46,344480,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,reading,husband,2/20/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,7,1,NO,0,NO,64080,10680,10680,42720,Toyota,Camry,2005,N
233,43,898519,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,dancing,other-relative,2/17/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,17,3,?,2,YES,42500,8500,4250,29750,Nissan,Pathfinder,2000,N
130,30,957816,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,bungie-jumping,own-child,2/2/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,16,3,NO,2,?,48950,8900,4450,35600,Suburu,Legacy,2005,N
230,42,175960,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,golf,own-child,2/6/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,13,3,NO,1,YES,58850,10700,10700,37450,Accura,MDX,1999,N
212,40,489618,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,golf,husband,2/11/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,17,3,YES,0,YES,82400,8240,8240,65920,Nissan,Pathfinder,2006,N
299,44,717044,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,bungie-jumping,other-relative,1/25/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,3,1,YES,2,?,54240,6780,6780,40680,Suburu,Impreza,2009,N
91,26,101421,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,video-games,other-relative,2/23/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,15,3,?,0,?,74200,7420,7420,59360,Jeep,Wrangler,1996,N
398,53,793948,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,base-jumping,unmarried,1/29/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,16,1,YES,2,?,47430,5270,5270,36890,Toyota,Camry,2000,N
218,43,737483,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,polo,other-relative,1/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,18,1,?,1,YES,68200,13640,6820,47740,Dodge,RAM,2003,Y
152,33,695117,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,exercise,husband,2/6/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,18,1,NO,1,NO,63900,7100,7100,49700,Accura,TL,2014,N
212,39,167466,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,skydiving,not-in-family,2/14/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,22,2,NO,0,YES,59300,11860,5930,41510,Dodge,RAM,2008,N
242,44,664732,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,chess,other-relative,2/4/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,15,3,NO,1,YES,66900,6690,13380,46830,Suburu,Forrestor,1999,Y
80,27,143038,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,skydiving,husband,2/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,16,3,YES,1,?,40810,3710,7420,29680,Ford,F150,2000,Y
260,43,979963,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,skydiving,not-in-family,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,18,1,?,1,?,75400,15080,7540,52780,Honda,CRV,2011,N
133,34,467841,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,bungie-jumping,husband,1/28/2015,Parked Car,?,Minor Damage,WV,Northbend,8,1,NO,2,YES,4200,420,840,2940,Jeep,Wrangler,2013,N
290,45,219028,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,chess,wife,1/10/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,23,3,YES,0,YES,52650,5850,5850,40950,Ford,F150,2001,Y
322,49,130156,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,kayaking,own-child,1/19/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,18,1,?,0,YES,42240,7680,7680,26880,Chevrolet,Malibu,2007,N
228,39,762951,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,reading,husband,1/19/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,10,1,YES,1,YES,59490,6610,6610,46270,Mercedes,ML350,1995,N
195,37,376879,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,base-jumping,unmarried,1/28/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,12,1,NO,0,NO,44200,4420,4420,35360,Jeep,Wrangler,2002,Y
247,39,599031,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,reading,unmarried,2/16/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,5,1,YES,1,?,7700,770,1540,5390,Saab,93,2000,N
405,57,676255,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,exercise,other-relative,1/8/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,21,3,?,2,?,61440,10240,10240,40960,Saab,93,2008,N
144,37,985446,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,1/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,17,3,YES,1,NO,54400,5440,10880,38080,Chevrolet,Silverado,2015,Y
338,47,884180,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,polo,other-relative,2/18/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Arlington,4,1,YES,2,?,58560,9760,9760,39040,Mercedes,E400,2002,N
121,34,571462,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,video-games,wife,1/21/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Northbrook,11,1,NO,1,NO,67300,6730,6730,53840,Dodge,RAM,2000,Y
398,55,815883,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,skydiving,wife,1/8/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,18,1,?,1,YES,36740,3340,6680,26720,BMW,X5,1998,Y
9,30,258265,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,dancing,not-in-family,2/2/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,12,1,?,0,NO,85690,15580,15580,54530,BMW,3 Series,2011,N
115,31,569714,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,3/1/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,18,3,YES,0,NO,34160,0,4270,29890,Audi,A5,2005,Y
280,48,180008,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,paintball,not-in-family,2/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,16,1,NO,2,?,61320,10220,10220,40880,BMW,M5,1998,N
254,45,633375,IL,250/500,500,1083.64,0,MALE,JD,other-service,paintball,husband,2/27/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Columbus,19,3,YES,0,?,79680,13280,13280,53120,BMW,3 Series,2004,N
141,30,556538,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,exercise,other-relative,2/9/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,13,1,NO,1,YES,61740,6860,6860,48020,Audi,A3,2002,N
441,55,669501,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,exercise,husband,2/19/2015,Parked Car,?,Minor Damage,VA,Arlington,4,1,NO,0,NO,6400,640,640,5120,Honda,Civic,2002,N
381,55,963761,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,chess,wife,1/12/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,8,1,YES,1,YES,60600,12120,6060,42420,Accura,TL,2011,N
191,38,753005,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,sleeping,not-in-family,2/7/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,19,3,NO,2,NO,56320,10240,5120,40960,Volkswagen,Jetta,2007,N
145,34,454758,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,sleeping,other-relative,1/13/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,18,1,YES,2,NO,52250,9500,4750,38000,Suburu,Legacy,2012,N
479,60,698589,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,camping,other-relative,1/18/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,9,2,?,0,?,53900,5390,10780,37730,Saab,95,2006,N
215,35,330119,IL,500/1000,1000,1125.4,0,MALE,Masters,adm-clerical,yachting,husband,1/15/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,6,1,?,2,NO,2640,220,440,1980,Jeep,Wrangler,2001,N
41,33,164464,OH,250/500,500,1294.41,0,MALE,High School,transport-moving,sleeping,husband,2/23/2015,Vehicle Theft,?,Minor Damage,NC,Arlington,8,1,YES,0,?,8970,1380,1380,6210,Dodge,Neon,2011,N
45,31,927354,IN,100/300,500,1459.5,0,MALE,MD,priv-house-serv,movies,not-in-family,2/17/2015,Parked Car,?,Minor Damage,NY,Springfield,6,1,?,1,?,6000,1000,1000,4000,Suburu,Impreza,2000,N
156,38,231508,IL,100/300,500,1367.99,0,MALE,High School,armed-forces,board-games,own-child,2/17/2015,Multi-vehicle Collision,Front Collision,Major Damage,WV,Northbend,23,3,?,0,?,55200,11040,5520,38640,Saab,92x,1998,Y
246,45,272910,IN,250/500,500,1594.37,0,MALE,Associate,exec-managerial,board-games,own-child,1/18/2015,Parked Car,?,Trivial Damage,SC,Riverwood,13,1,NO,0,YES,7260,660,1320,5280,Saab,92x,2008,N
178,39,305758,IL,100/300,500,1035.99,0,FEMALE,JD,exec-managerial,sleeping,own-child,1/17/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,3,3,NO,2,?,64680,11760,11760,41160,Jeep,Wrangler,2010,N
237,43,950542,OH,250/500,500,911.53,0,FEMALE,PhD,sales,basketball,husband,2/25/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Northbrook,23,1,NO,0,NO,59200,0,11840,47360,Chevrolet,Malibu,1998,N
127,34,291544,OH,500/1000,500,1319.97,0,FEMALE,Associate,craft-repair,paintball,own-child,1/6/2015,Vehicle Theft,?,Minor Damage,NC,Arlington,8,1,YES,1,?,4700,470,940,3290,Saab,92x,1998,N
1,33,388616,OH,250/500,2000,1391.63,0,MALE,Associate,sales,video-games,husband,2/26/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,23,1,YES,0,NO,69400,6940,6940,55520,Mercedes,C300,2000,N
5,21,577992,IN,250/500,500,915.41,5000000,FEMALE,High School,exec-managerial,sleeping,own-child,2/11/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Northbrook,23,1,YES,0,NO,40500,4050,4050,32400,Nissan,Pathfinder,1998,N
64,28,342830,IL,500/1000,1000,1468.82,0,MALE,JD,handlers-cleaners,skydiving,other-relative,2/13/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Riverwood,9,3,NO,2,NO,60000,5000,10000,45000,Honda,Accord,1997,N
142,30,491170,IN,500/1000,500,1412.76,0,MALE,PhD,armed-forces,basketball,wife,1/10/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Riverwood,22,1,YES,2,NO,67320,11220,11220,44880,Volkswagen,Jetta,1996,N
97,27,175553,OH,500/1000,500,1588.26,0,FEMALE,High School,tech-support,movies,husband,1/24/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,22,3,YES,2,YES,75690,8410,8410,58870,Saab,95,2014,N
121,31,439341,IN,100/300,1000,1140.91,0,MALE,Associate,adm-clerical,paintball,other-relative,2/15/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Northbend,15,3,NO,1,?,64300,6430,6430,51440,Chevrolet,Silverado,2002,Y
225,43,221186,OH,100/300,1000,1517.54,0,MALE,JD,priv-house-serv,camping,own-child,1/9/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,16,3,NO,2,YES,64400,6440,6440,51520,BMW,X5,2011,N
425,53,868031,OH,250/500,2000,912.29,0,FEMALE,High School,priv-house-serv,paintball,husband,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbend,17,3,?,1,?,97080,16180,16180,64720,Saab,92x,2005,N
285,44,844117,OH,250/500,2000,1144.3,0,MALE,MD,priv-house-serv,base-jumping,not-in-family,2/4/2015,Vehicle Theft,?,Minor Damage,WV,Northbrook,3,1,YES,1,?,5500,500,500,4500,Honda,Civic,2010,N
192,38,744557,IN,500/1000,1000,1281.43,0,FEMALE,Masters,transport-moving,skydiving,not-in-family,1/30/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Northbend,10,3,?,0,NO,30700,3070,6140,21490,Jeep,Wrangler,2010,N
285,48,159536,IL,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,2/27/2015,Single Vehicle Collision,Side Collision,Minor Damage,PA,Springfield,9,1,NO,1,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N
98,26,727109,IN,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,2/5/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,13,2,?,0,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N
175,36,155604,OH,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,1/30/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,15,3,YES,2,YES,42680,3880,7760,31040,Accura,RSX,2006,Y
259,45,608443,IL,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,1/3/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Springfield,23,1,?,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N
140,36,117862,OH,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,3/1/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Riverwood,2,4,YES,0,YES,72800,14560,14560,43680,Honda,Accord,1998,N
231,37,991553,OH,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,2/13/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,14,1,YES,2,?,71190,0,7910,63280,Mercedes,C300,1997,Y
186,38,727443,OH,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,2/25/2015,Vehicle Theft,?,Trivial Damage,NY,Hillsdale,7,1,?,1,YES,3600,400,400,2800,Honda,Civic,1999,N
229,41,378587,OH,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,1/23/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Columbus,23,1,NO,1,NO,62640,10440,10440,41760,Mercedes,C300,2009,N
180,36,420948,IL,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,2/19/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,7,3,YES,2,?,69630,12660,6330,50640,Toyota,Corolla,1998,N
188,33,457188,IL,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,2/8/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Hillsdale,8,3,YES,1,?,76010,13820,6910,55280,Dodge,RAM,1995,Y
214,40,118236,OH,100/300,1000,1648,0,MALE,JD,transport-moving,base-jumping,not-in-family,2/4/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Northbrook,17,1,NO,1,YES,44220,8040,4020,32160,Accura,MDX,2000,N
178,38,987524,IL,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,2/22/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbrook,10,3,NO,0,NO,57200,5200,10400,41600,BMW,M5,2011,N
55,35,490596,IL,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,1/14/2015,Vehicle Theft,?,Minor Damage,WV,Columbus,9,1,NO,0,NO,3080,560,560,1960,Nissan,Ultima,1998,N
90,31,524215,OH,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,1/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Hillsdale,2,1,YES,1,YES,75790,13780,6890,55120,Accura,RSX,2007,N
135,30,913464,IN,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,1/19/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Riverwood,18,3,NO,0,NO,32670,5940,2970,23760,Honda,Accord,2003,N
277,46,398484,IL,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,1/24/2015,Vehicle Theft,?,Minor Damage,VA,Arlington,4,1,?,2,NO,3870,430,860,2580,Jeep,Wrangler,2010,N
211,38,752504,IN,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,1/27/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,12,1,?,0,YES,91520,8320,16640,66560,BMW,X6,2005,Y
156,32,449263,IL,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,1/13/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,15,1,YES,1,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y
84,30,844007,IN,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,1/15/2015,Vehicle Theft,?,Trivial Damage,VA,Springfield,9,1,YES,1,?,4620,420,840,3360,Audi,A5,1998,N
136,32,686522,IN,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,2/4/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,6,1,YES,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y
310,48,670142,IN,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,1/4/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Springfield,11,4,YES,0,NO,59400,13200,6600,39600,Saab,93,1996,Y
123,34,607687,OH,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,husband,1/14/2015,Multi-vehicle Collision,Side Collision,Total Loss,PA,Columbus,13,3,NO,1,?,55260,6140,0,49120,Nissan,Ultima,2000,N
243,44,967713,IL,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,1/27/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NC,Springfield,4,3,?,2,YES,51400,5140,10280,35980,Honda,Civic,1996,N
36,37,291902,IL,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,2/12/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Columbus,20,3,YES,1,?,48780,5420,10840,32520,Dodge,Neon,2008,N
146,31,149839,OH,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,2/3/2015,Multi-vehicle Collision,Rear Collision,Major Damage,VA,Riverwood,0,3,NO,1,?,52380,5820,5820,40740,Toyota,Highlander,2010,N
154,34,840225,OH,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,husband,1/26/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,18,4,?,2,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y
204,40,643226,OH,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,1/9/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Northbrook,6,1,?,1,?,53400,5340,5340,42720,Honda,CRV,2003,N
458,59,535879,IN,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,2/17/2015,Single Vehicle Collision,Front Collision,Total Loss,VA,Hillsdale,23,1,?,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N
147,31,746630,IN,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,1/16/2015,Single Vehicle Collision,Front Collision,Major Damage,NY,Northbrook,4,1,?,0,?,68240,8530,0,59710,Toyota,Corolla,2013,Y
279,45,598308,IN,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,unmarried,1/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Arlington,21,3,?,1,?,61050,11100,11100,38850,Dodge,RAM,2011,Y
308,47,720356,OH,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,own-child,1/3/2015,Parked Car,?,Minor Damage,NY,Springfield,7,1,?,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N
284,48,724752,IL,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,1/22/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Columbus,19,3,?,0,?,46860,8520,8520,29820,Volkswagen,Passat,1998,N
108,31,148498,IN,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,1/13/2015,Parked Car,?,Minor Damage,SC,Arlington,5,1,NO,1,NO,4290,780,780,2730,Volkswagen,Passat,1998,N
421,57,110122,IN,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,1/31/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NC,Arlington,22,3,YES,0,NO,78500,15700,7850,54950,Audi,A3,2015,N
266,42,281388,IL,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,own-child,2/4/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Northbrook,12,1,YES,1,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N
412,56,728600,IL,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,own-child,1/20/2015,Multi-vehicle Collision,Front Collision,Total Loss,SC,Springfield,19,3,NO,0,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N
31,32,231548,IL,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,2/7/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Hillsdale,10,1,?,2,?,63600,5300,10600,47700,Audi,A5,1997,Y
465,63,531160,IL,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,2/5/2015,Single Vehicle Collision,Side Collision,Minor Damage,WV,Columbus,7,1,NO,0,?,43560,4840,4840,33880,Suburu,Legacy,2015,N
126,31,889003,OH,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,not-in-family,1/2/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,17,1,NO,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N
407,55,193213,OH,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,wife,2/8/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Arlington,0,3,?,2,YES,68160,11360,11360,45440,Ford,Escape,2010,N
101,27,557218,IL,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,unmarried,1/13/2015,Parked Car,?,Minor Damage,SC,Arlington,9,1,NO,1,NO,5170,940,470,3760,Toyota,Camry,2001,N
187,37,125591,IN,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,not-in-family,1/16/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Riverwood,21,1,?,0,?,57700,5770,5770,46160,Nissan,Maxima,2000,N
252,46,227244,IN,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,own-child,1/30/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Northbend,22,3,NO,0,NO,89520,14920,14920,59680,Audi,A3,2014,N
229,43,791425,IN,250/500,2000,1585.54,0,MALE,High School,protective-serv,reading,not-in-family,2/26/2015,Vehicle Theft,?,Minor Damage,WV,Hillsdale,3,1,NO,1,YES,4620,420,840,3360,Volkswagen,Jetta,2012,N
246,39,354455,IN,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,other-relative,1/27/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Northbrook,16,1,YES,0,?,45180,5020,5020,35140,Honda,CRV,2004,N
190,38,601042,OH,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,unmarried,1/28/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Riverwood,14,1,YES,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013,N
